subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub47,4,C,536,1,1239,i,m,s,s,2,3,25%,25%
sub47,4,C,537,1,1107,i,p,s,s,2,4,25%,25%
sub47,4,C,545,1,1025,c,m,s,s,4,2,25%,25%
sub47,4,C,546,1,1058,i,m,r,s,4,3,25%,25%
sub47,4,C,547,1,1020,i,m,r,s,4,4,25%,25%
sub47,4,C,554,1,999,c,m,s,s,3,2,25%,25%
sub47,4,C,555,1,842,i,m,r,s,3,3,25%,25%
sub47,4,C,556,1,1096,c,p,s,s,3,4,25%,25%
sub47,4,C,564,1,874,c,m,s,s,3,2,25%,25%
sub47,4,C,565,1,1256,i,m,r,s,3,3,25%,25%
sub47,4,C,566,1,1031,c,p,s,s,3,4,25%,25%
sub47,4,C,574,1,893,c,m,r,s,2,2,25%,25%
sub47,4,C,575,1,1026,i,p,s,s,2,3,25%,25%
sub47,4,C,576,1,999,i,m,s,s,2,4,25%,25%
sub47,4,C,584,1,1054,c,p,s,s,3,2,25%,25%
sub47,4,C,585,1,996,i,p,r,s,3,3,25%,25%
sub47,4,C,586,1,925,c,m,s,s,3,4,25%,25%
sub47,4,C,593,1,846,c,m,s,s,4,2,25%,25%
sub47,4,C,594,1,860,i,m,r,s,4,3,25%,25%
sub47,4,C,595,1,863,i,m,r,s,4,4,25%,25%
sub47,4,C,603,1,822,c,m,r,s,1,2,25%,25%
sub47,4,C,604,1,1010,i,p,s,s,1,3,25%,25%
sub47,4,C,605,1,917,c,p,r,s,1,4,25%,25%
sub47,4,C,613,1,1015,c,p,r,s,1,2,25%,25%
sub47,4,C,614,1,1164,i,m,s,s,1,3,25%,25%
sub47,4,C,615,1,1055,c,m,r,s,1,4,25%,25%
sub47,4,C,623,1,864,c,p,r,s,1,2,25%,25%
sub47,4,C,624,1,1132,i,m,s,s,1,3,25%,25%
sub47,4,C,625,1,1178,c,m,r,s,1,4,25%,25%
sub47,4,C,632,1,891,c,p,s,s,3,2,25%,25%
sub47,4,C,633,1,1278,i,p,r,s,3,3,25%,25%
sub47,4,C,634,1,869,c,m,s,s,3,4,25%,25%
sub48,1,A,7,1,1079,c,m,r,s,1,2,25%,75%
sub48,1,A,8,1,1052,i,p,s,s,1,3,25%,75%
sub48,1,A,9,1,1265,c,p,r,s,1,4,25%,75%
sub48,1,A,17,0,1063,c,m,r,s,1,2,25%,75%
sub48,1,A,18,1,1422,i,p,s,s,1,3,25%,75%
sub48,1,A,19,1,1437,c,p,r,s,1,4,25%,75%
sub48,1,A,27,1,1125,c,p,s,s,4,2,25%,75%
sub48,1,A,28,1,828,i,p,r,s,4,3,25%,75%
sub48,1,A,29,1,1060,i,p,r,s,4,4,25%,75%
sub48,1,A,37,1,969,c,m,s,s,3,2,25%,75%
sub48,1,A,38,1,906,i,m,r,s,3,3,25%,75%
sub48,1,A,39,1,969,c,p,s,s,3,4,25%,75%
sub48,1,A,47,1,1010,c,m,r,s,1,2,25%,75%
sub48,1,A,48,1,1067,i,p,s,s,1,3,25%,75%
sub48,1,A,49,1,1109,c,p,r,s,1,4,25%,75%
sub48,1,A,57,1,1000,c,m,r,s,1,2,25%,75%
sub48,1,A,58,1,1234,i,p,s,s,1,3,25%,75%
sub48,1,A,59,1,1305,c,p,r,s,1,4,25%,75%
sub48,1,A,67,1,921,c,m,r,s,2,2,25%,75%
sub48,1,A,68,1,1234,i,p,s,s,2,3,25%,75%
sub48,1,A,69,1,1078,i,m,s,s,2,4,25%,75%
sub48,1,A,77,0,1218,c,m,s,s,4,2,25%,75%
sub48,1,A,78,1,1142,i,m,r,s,4,3,25%,75%
sub48,1,A,79,1,1479,i,m,r,s,4,4,25%,75%
sub48,1,A,86,0,NA,c,p,r,s,2,2,25%,75%
sub48,1,A,87,1,1110,i,m,s,s,2,3,25%,75%
sub48,1,A,88,1,1015,i,p,s,s,2,4,25%,75%
sub48,1,A,95,1,1063,c,m,s,s,3,2,25%,75%
sub48,1,A,96,0,923,i,m,r,s,3,3,25%,75%
sub48,1,A,97,1,1499,c,p,s,s,3,4,25%,75%
sub48,1,A,103,1,1187,c,m,s,s,4,2,25%,75%
sub48,1,A,104,1,890,i,m,r,s,4,3,25%,75%
sub48,1,A,105,1,1076,i,m,r,s,4,4,25%,75%
sub48,1,A,113,1,1486,c,p,s,s,3,2,25%,75%
sub48,1,A,114,1,906,i,p,r,s,3,3,25%,75%
sub48,1,A,115,1,1078,c,m,s,s,3,4,25%,75%
sub48,1,A,123,0,1189,c,p,s,s,4,2,25%,75%
sub48,1,A,124,1,984,i,p,r,s,4,3,25%,75%
sub48,1,A,125,1,1110,i,p,r,s,4,4,25%,75%
sub48,1,A,132,1,892,c,m,r,s,2,2,25%,75%
sub48,1,A,133,0,1080,i,p,s,s,2,3,25%,75%
sub48,1,A,134,1,1109,i,m,s,s,2,4,25%,75%
sub48,1,A,142,1,1407,c,m,s,s,3,2,25%,75%
sub48,1,A,143,1,906,i,m,r,s,3,3,25%,75%
sub48,1,A,144,1,1079,c,p,s,s,3,4,25%,75%
sub48,1,A,152,1,890,c,m,r,s,2,2,25%,75%
sub48,1,A,153,1,1032,i,p,s,s,2,3,25%,75%
sub48,1,A,154,0,828,i,m,s,s,2,4,25%,75%
sub48,2,B,167,1,985,c,p,r,s,1,2,75%,75%
sub48,2,B,168,0,1070,i,m,s,s,1,3,75%,75%
sub48,2,B,169,1,1104,c,m,r,s,1,4,75%,75%
sub48,2,B,177,1,1163,c,m,r,s,1,2,75%,75%
sub48,2,B,178,1,1210,i,p,s,s,1,3,75%,75%
sub48,2,B,179,1,1259,c,p,r,s,1,4,75%,75%
sub48,2,B,185,1,1047,c,p,s,s,4,2,75%,75%
sub48,2,B,186,1,1047,i,p,r,s,4,3,75%,75%
sub48,2,B,187,1,953,i,p,r,s,4,4,75%,75%
sub48,2,B,194,1,1169,c,m,s,s,3,2,75%,75%
sub48,2,B,195,1,888,i,m,r,s,3,3,75%,75%
sub48,2,B,196,1,992,c,p,s,s,3,4,75%,75%
sub48,2,B,203,1,1047,c,p,r,s,1,2,75%,75%
sub48,2,B,204,0,1062,i,m,s,s,1,3,75%,75%
sub48,2,B,205,1,1203,c,m,r,s,1,4,75%,75%
sub48,2,B,213,1,1235,c,p,r,s,1,2,75%,75%
sub48,2,B,214,1,1121,i,m,s,s,1,3,75%,75%
sub48,2,B,215,1,1016,c,m,r,s,1,4,75%,75%
sub48,2,B,223,0,1117,c,p,r,s,2,2,75%,75%
sub48,2,B,224,1,1265,i,m,s,s,2,3,75%,75%
sub48,2,B,225,1,1248,i,p,s,s,2,4,75%,75%
sub48,2,B,233,1,984,c,p,s,s,4,2,75%,75%
sub48,2,B,234,1,1046,i,p,r,s,4,3,75%,75%
sub48,2,B,235,1,985,i,p,r,s,4,4,75%,75%
sub48,2,B,242,1,953,c,m,r,s,2,2,75%,75%
sub48,2,B,243,0,1125,i,p,s,s,2,3,75%,75%
sub48,2,B,244,1,1188,i,m,s,s,2,4,75%,75%
sub48,2,B,252,1,859,c,m,s,s,3,2,75%,75%
sub48,2,B,253,0,844,i,m,r,s,3,3,75%,75%
sub48,2,B,254,1,985,c,p,s,s,3,4,75%,75%
sub48,2,B,262,1,1265,c,p,s,s,4,2,75%,75%
sub48,2,B,263,1,828,i,p,r,s,4,3,75%,75%
sub48,2,B,264,1,798,i,p,r,s,4,4,75%,75%
sub48,2,B,272,1,1184,c,m,s,s,3,2,75%,75%
sub48,2,B,273,1,1251,i,m,r,s,3,3,75%,75%
sub48,2,B,274,0,1440,c,p,s,s,3,4,75%,75%
sub48,2,B,282,0,1392,c,p,s,s,4,2,75%,75%
sub48,2,B,283,1,1250,i,p,r,s,4,3,75%,75%
sub48,2,B,284,1,844,i,p,r,s,4,4,75%,75%
sub48,2,B,292,1,859,c,m,r,s,2,2,75%,75%
sub48,2,B,293,0,1332,i,p,s,s,2,3,75%,75%
sub48,2,B,294,1,1302,i,m,s,s,2,4,75%,75%
sub48,2,B,302,1,1183,c,m,s,s,3,2,75%,75%
sub48,2,B,303,1,1029,i,m,r,s,3,3,75%,75%
sub48,2,B,304,1,1062,c,p,s,s,3,4,75%,75%
sub48,2,B,312,1,1005,c,m,r,s,2,2,75%,75%
sub48,2,B,313,1,1293,i,p,s,s,2,3,75%,75%
sub48,2,B,314,1,1387,i,m,s,s,2,4,75%,75%
sub48,3,D,325,1,1271,c,m,r,s,1,2,75%,25%
sub48,3,D,326,1,1346,i,p,s,s,1,3,75%,25%
sub48,3,D,327,1,933,c,p,r,s,1,4,75%,25%
sub48,3,D,335,1,1188,c,m,r,s,1,2,75%,25%
sub48,3,D,336,1,1047,i,p,s,s,1,3,75%,25%
sub48,3,D,337,0,NA,c,p,r,s,1,4,75%,25%
sub48,3,D,345,1,875,c,m,s,s,4,2,75%,25%
sub48,3,D,346,1,1110,i,m,r,s,4,3,75%,25%
sub48,3,D,347,1,1078,i,m,r,s,4,4,75%,25%
sub48,3,D,355,1,891,c,m,s,s,3,2,75%,25%
sub48,3,D,356,1,1157,i,m,r,s,3,3,75%,25%
sub48,3,D,357,1,969,c,p,s,s,3,4,75%,25%
sub48,3,D,365,1,968,c,p,r,s,1,2,75%,25%
sub48,3,D,366,1,953,i,m,s,s,1,3,75%,25%
sub48,3,D,367,1,984,c,m,r,s,1,4,75%,25%
sub48,3,D,374,1,1031,c,m,r,s,1,2,75%,25%
sub48,3,D,375,0,999,i,p,s,s,1,3,75%,25%
sub48,3,D,376,1,922,c,p,r,s,1,4,75%,25%
sub48,3,D,384,1,969,c,p,r,s,2,2,75%,25%
sub48,3,D,385,1,877,i,m,s,s,2,3,75%,25%
sub48,3,D,386,1,938,i,p,s,s,2,4,75%,25%
sub48,3,D,394,1,844,c,m,s,s,4,2,75%,25%
sub48,3,D,395,0,862,i,m,r,s,4,3,75%,25%
sub48,3,D,396,1,844,i,m,r,s,4,4,75%,25%
sub48,3,D,404,1,1000,c,m,r,s,2,2,75%,25%
sub48,3,D,405,1,1260,i,p,s,s,2,3,75%,25%
sub48,3,D,406,1,1188,i,m,s,s,2,4,75%,25%
sub48,3,D,414,1,933,c,p,s,s,3,2,75%,25%
sub48,3,D,415,1,996,i,p,r,s,3,3,75%,25%
sub48,3,D,416,1,892,c,m,s,s,3,4,75%,25%
sub48,3,D,424,1,1203,c,m,s,s,4,2,75%,25%
sub48,3,D,425,1,906,i,m,r,s,4,3,75%,25%
sub48,3,D,426,1,1047,i,m,r,s,4,4,75%,25%
sub48,3,D,434,1,985,c,m,s,s,3,2,75%,25%
sub48,3,D,435,1,922,i,m,r,s,3,3,75%,25%
sub48,3,D,436,1,1453,c,p,s,s,3,4,75%,25%
sub48,3,D,444,1,1031,c,m,s,s,4,2,75%,25%
sub48,3,D,445,1,971,i,m,r,s,4,3,75%,25%
sub48,3,D,446,1,906,i,m,r,s,4,4,75%,25%
sub48,3,D,454,1,1032,c,m,r,s,2,2,75%,25%
sub48,3,D,455,1,1026,i,p,s,s,2,3,75%,25%
sub48,3,D,456,0,826,i,m,s,s,2,4,75%,25%
sub48,3,D,464,1,1094,c,p,s,s,3,2,75%,25%
sub48,3,D,465,1,985,i,p,r,s,3,3,75%,25%
sub48,3,D,466,1,1250,c,m,s,s,3,4,75%,25%
sub48,3,D,472,1,1141,c,p,r,s,2,2,75%,25%
sub48,3,D,473,1,1188,i,m,s,s,2,3,75%,25%
sub48,3,D,474,0,1125,i,p,s,s,2,4,75%,25%
sub48,4,C,486,1,953,c,m,r,s,1,2,25%,25%
sub48,4,C,487,0,1109,i,p,s,s,1,3,25%,25%
sub48,4,C,488,1,895,c,p,r,s,1,4,25%,25%
sub48,4,C,496,1,1453,c,p,r,s,1,2,25%,25%
sub48,4,C,497,1,1171,i,m,s,s,1,3,25%,25%
sub48,4,C,498,1,1078,c,m,r,s,1,4,25%,25%
sub48,4,C,506,1,1236,c,p,s,s,4,2,25%,25%
sub48,4,C,507,1,1233,i,p,r,s,4,3,25%,25%
sub48,4,C,508,1,1072,i,p,r,s,4,4,25%,25%
sub48,4,C,516,1,1065,c,p,s,s,3,2,25%,25%
sub48,4,C,517,0,1172,i,p,r,s,3,3,25%,25%
sub48,4,C,518,1,906,c,m,s,s,3,4,25%,25%
sub48,4,C,526,1,1032,c,m,r,s,1,2,25%,25%
sub48,4,C,527,1,1141,i,p,s,s,1,3,25%,25%
sub48,4,C,528,1,1015,c,p,r,s,1,4,25%,25%
sub48,4,C,536,1,1291,c,p,r,s,1,2,25%,25%
sub48,4,C,537,1,1078,i,m,s,s,1,3,25%,25%
sub48,4,C,538,1,953,c,m,r,s,1,4,25%,25%
sub48,4,C,546,1,1157,c,m,r,s,2,2,25%,25%
sub48,4,C,547,1,1141,i,p,s,s,2,3,25%,25%
sub48,4,C,548,1,1109,i,m,s,s,2,4,25%,25%
sub48,4,C,556,1,953,c,m,s,s,4,2,25%,25%
sub48,4,C,557,1,1250,i,m,r,s,4,3,25%,25%
sub48,4,C,558,1,985,i,m,r,s,4,4,25%,25%
sub48,4,C,566,1,937,c,p,r,s,2,2,25%,25%
sub48,4,C,567,1,1311,i,m,s,s,2,3,25%,25%
sub48,4,C,568,0,890,i,p,s,s,2,4,25%,25%
sub48,4,C,576,1,942,c,p,s,s,3,2,25%,25%
sub48,4,C,577,1,1225,i,p,r,s,3,3,25%,25%
sub48,4,C,578,1,1231,c,m,s,s,3,4,25%,25%
sub48,4,C,585,1,1047,c,m,s,s,4,2,25%,25%
sub48,4,C,586,1,1188,i,m,r,s,4,3,25%,25%
sub48,4,C,587,1,1344,i,m,r,s,4,4,25%,25%
sub48,4,C,595,1,1043,c,p,s,s,3,2,25%,25%
sub48,4,C,596,1,992,i,p,r,s,3,3,25%,25%
sub48,4,C,597,1,922,c,m,s,s,3,4,25%,25%
sub48,4,C,604,1,860,c,m,s,s,4,2,25%,25%
sub48,4,C,605,0,1102,i,m,r,s,4,3,25%,25%
sub48,4,C,606,1,1082,i,m,r,s,4,4,25%,25%
sub48,4,C,614,1,1065,c,p,r,s,2,2,25%,25%
sub48,4,C,615,0,931,i,m,s,s,2,3,25%,25%
sub48,4,C,616,1,920,i,p,s,s,2,4,25%,25%
sub48,4,C,624,1,1279,c,m,s,s,3,2,25%,25%
sub48,4,C,625,0,1263,i,m,r,s,3,3,25%,25%
sub48,4,C,626,1,1125,c,p,s,s,3,4,25%,25%
sub48,4,C,634,1,1126,c,p,r,s,2,2,25%,25%
sub48,4,C,635,0,NA,i,m,s,s,2,3,25%,25%
sub48,4,C,636,0,1475,i,p,s,s,2,4,25%,25%
sub49,1,B,6,1,1053,c,m,r,s,2,2,75%,75%
sub49,1,B,7,1,1253,i,p,s,s,2,3,75%,75%
sub49,1,B,8,0,687,i,m,s,s,2,4,75%,75%
sub49,1,B,16,1,643,c,m,r,s,2,2,75%,75%
sub49,1,B,17,0,1023,i,p,s,s,2,3,75%,75%
sub49,1,B,18,0,841,i,m,s,s,2,4,75%,75%
sub49,1,B,26,0,1317,c,p,s,s,4,2,75%,75%
sub49,1,B,27,0,1433,i,p,r,s,4,3,75%,75%
sub49,1,B,28,0,1144,i,p,r,s,4,4,75%,75%
sub49,1,B,35,1,713,c,m,s,s,3,2,75%,75%
sub49,1,B,36,1,1353,i,m,r,s,3,3,75%,75%
sub49,1,B,37,1,984,c,p,s,s,3,4,75%,75%
sub49,1,B,45,1,965,c,p,r,s,1,2,75%,75%
sub49,1,B,46,0,768,i,m,s,s,1,3,75%,75%
sub49,1,B,47,1,781,c,m,r,s,1,4,75%,75%
sub49,1,B,55,1,708,c,m,s,s,4,2,75%,75%
sub49,1,B,56,1,1414,i,m,r,s,4,3,75%,75%
sub49,1,B,57,1,743,i,m,r,s,4,4,75%,75%
sub49,1,B,65,1,897,c,p,r,s,1,2,75%,75%
sub49,1,B,66,0,1127,i,m,s,s,1,3,75%,75%
sub49,1,B,67,1,775,c,m,r,s,1,4,75%,75%
sub49,1,B,75,1,738,c,m,r,s,1,2,75%,75%
sub49,1,B,76,1,1258,i,p,s,s,1,3,75%,75%
sub49,1,B,77,1,909,c,p,r,s,1,4,75%,75%
sub49,1,B,85,1,851,c,p,r,s,2,2,75%,75%
sub49,1,B,86,1,781,i,m,s,s,2,3,75%,75%
sub49,1,B,87,1,843,i,p,s,s,2,4,75%,75%
sub49,1,B,95,1,756,c,p,s,s,4,2,75%,75%
sub49,1,B,96,1,1053,i,p,r,s,4,3,75%,75%
sub49,1,B,97,1,1101,i,p,r,s,4,4,75%,75%
sub49,1,B,104,1,872,c,p,r,s,1,2,75%,75%
sub49,1,B,105,1,835,i,m,s,s,1,3,75%,75%
sub49,1,B,106,1,1294,c,m,r,s,1,4,75%,75%
sub49,1,B,114,1,610,c,p,r,s,2,2,75%,75%
sub49,1,B,115,1,668,i,m,s,s,2,3,75%,75%
sub49,1,B,116,1,686,i,p,s,s,2,4,75%,75%
sub49,1,B,124,1,835,c,m,s,s,3,2,75%,75%
sub49,1,B,125,1,620,i,m,r,s,3,3,75%,75%
sub49,1,B,126,1,814,c,p,s,s,3,4,75%,75%
sub49,1,B,132,1,751,c,p,s,s,3,2,75%,75%
sub49,1,B,133,1,773,i,p,r,s,3,3,75%,75%
sub49,1,B,134,1,717,c,m,s,s,3,4,75%,75%
sub49,1,B,142,0,1193,c,p,s,s,3,2,75%,75%
sub49,1,B,143,1,667,i,p,r,s,3,3,75%,75%
sub49,1,B,144,1,761,c,m,s,s,3,4,75%,75%
sub49,1,B,152,1,1102,c,p,s,s,4,2,75%,75%
sub49,1,B,153,1,1142,i,p,r,s,4,3,75%,75%
sub49,1,B,154,0,695,i,p,r,s,4,4,75%,75%
sub49,2,C,167,1,755,c,p,r,s,2,2,25%,25%
sub49,2,C,168,1,712,i,m,s,s,2,3,25%,25%
sub49,2,C,169,0,1424,i,p,s,s,2,4,25%,25%
sub49,2,C,177,1,628,c,m,r,s,2,2,25%,25%
sub49,2,C,178,1,754,i,p,s,s,2,3,25%,25%
sub49,2,C,179,1,976,i,m,s,s,2,4,25%,25%
sub49,2,C,187,1,1003,c,p,s,s,4,2,25%,25%
sub49,2,C,188,1,699,i,p,r,s,4,3,25%,25%
sub49,2,C,189,1,649,i,p,r,s,4,4,25%,25%
sub49,2,C,197,1,1092,c,p,s,s,3,2,25%,25%
sub49,2,C,198,1,757,i,p,r,s,3,3,25%,25%
sub49,2,C,199,1,866,c,m,s,s,3,4,25%,25%
sub49,2,C,207,1,670,c,m,r,s,1,2,25%,25%
sub49,2,C,208,1,833,i,p,s,s,1,3,25%,25%
sub49,2,C,209,1,607,c,p,r,s,1,4,25%,25%
sub49,2,C,217,1,777,c,p,s,s,4,2,25%,25%
sub49,2,C,218,1,759,i,p,r,s,4,3,25%,25%
sub49,2,C,219,1,732,i,p,r,s,4,4,25%,25%
sub49,2,C,227,1,528,c,p,r,s,1,2,25%,25%
sub49,2,C,228,0,691,i,m,s,s,1,3,25%,25%
sub49,2,C,229,1,675,c,m,r,s,1,4,25%,25%
sub49,2,C,236,1,991,c,m,r,s,1,2,25%,25%
sub49,2,C,237,1,843,i,p,s,s,1,3,25%,25%
sub49,2,C,238,1,965,c,p,r,s,1,4,25%,25%
sub49,2,C,246,1,659,c,p,r,s,2,2,25%,25%
sub49,2,C,247,1,644,i,m,s,s,2,3,25%,25%
sub49,2,C,248,1,852,i,p,s,s,2,4,25%,25%
sub49,2,C,255,1,681,c,p,s,s,4,2,25%,25%
sub49,2,C,256,1,769,i,p,r,s,4,3,25%,25%
sub49,2,C,257,1,675,i,p,r,s,4,4,25%,25%
sub49,2,C,264,1,849,c,m,r,s,1,2,25%,25%
sub49,2,C,265,1,1051,i,p,s,s,1,3,25%,25%
sub49,2,C,266,1,662,c,p,r,s,1,4,25%,25%
sub49,2,C,274,1,653,c,p,r,s,2,2,25%,25%
sub49,2,C,275,0,1085,i,m,s,s,2,3,25%,25%
sub49,2,C,276,1,713,i,p,s,s,2,4,25%,25%
sub49,2,C,284,1,733,c,m,s,s,3,2,25%,25%
sub49,2,C,285,1,707,i,m,r,s,3,3,25%,25%
sub49,2,C,286,1,663,c,p,s,s,3,4,25%,25%
sub49,2,C,294,1,666,c,p,s,s,3,2,25%,25%
sub49,2,C,295,0,626,i,p,r,s,3,3,25%,25%
sub49,2,C,296,1,796,c,m,s,s,3,4,25%,25%
sub49,2,C,304,1,660,c,m,s,s,3,2,25%,25%
sub49,2,C,305,1,728,i,m,r,s,3,3,25%,25%
sub49,2,C,306,1,693,c,p,s,s,3,4,25%,25%
sub49,2,C,312,1,602,c,p,s,s,4,2,25%,25%
sub49,2,C,313,1,907,i,p,r,s,4,3,25%,25%
sub49,2,C,314,1,816,i,p,r,s,4,4,25%,25%
sub49,3,A,327,1,664,c,p,r,s,2,2,25%,75%
sub49,3,A,328,1,1069,i,m,s,s,2,3,25%,75%
sub49,3,A,329,1,721,i,p,s,s,2,4,25%,75%
sub49,3,A,337,1,733,c,p,r,s,2,2,25%,75%
sub49,3,A,338,1,1072,i,m,s,s,2,3,25%,75%
sub49,3,A,339,1,556,i,p,s,s,2,4,25%,75%
sub49,3,A,347,1,1009,c,m,s,s,4,2,25%,75%
sub49,3,A,348,1,549,i,m,r,s,4,3,25%,75%
sub49,3,A,349,1,670,i,m,r,s,4,4,25%,75%
sub49,3,A,356,1,564,c,p,s,s,3,2,25%,75%
sub49,3,A,357,1,886,i,p,r,s,3,3,25%,75%
sub49,3,A,358,1,1069,c,m,s,s,3,4,25%,75%
sub49,3,A,365,1,637,c,m,r,s,1,2,25%,75%
sub49,3,A,366,0,1213,i,p,s,s,1,3,25%,75%
sub49,3,A,367,1,713,c,p,r,s,1,4,25%,75%
sub49,3,A,375,1,808,c,m,s,s,4,2,25%,75%
sub49,3,A,376,1,863,i,m,r,s,4,3,25%,75%
sub49,3,A,377,1,668,i,m,r,s,4,4,25%,75%
sub49,3,A,385,1,1004,c,p,r,s,1,2,25%,75%
sub49,3,A,386,1,842,i,m,s,s,1,3,25%,75%
sub49,3,A,387,1,1006,c,m,r,s,1,4,25%,75%
sub49,3,A,395,1,725,c,p,r,s,1,2,25%,75%
sub49,3,A,396,1,784,i,m,s,s,1,3,25%,75%
sub49,3,A,397,1,544,c,m,r,s,1,4,25%,75%
sub49,3,A,405,1,674,c,m,r,s,2,2,25%,75%
sub49,3,A,406,1,1283,i,p,s,s,2,3,25%,75%
sub49,3,A,407,1,715,i,m,s,s,2,4,25%,75%
sub49,3,A,415,1,637,c,p,s,s,4,2,25%,75%
sub49,3,A,416,1,835,i,p,r,s,4,3,25%,75%
sub49,3,A,417,1,610,i,p,r,s,4,4,25%,75%
sub49,3,A,424,1,897,c,m,r,s,1,2,25%,75%
sub49,3,A,425,1,837,i,p,s,s,1,3,25%,75%
sub49,3,A,426,1,1280,c,p,r,s,1,4,25%,75%
sub49,3,A,434,1,768,c,m,r,s,2,2,25%,75%
sub49,3,A,435,1,1061,i,p,s,s,2,3,25%,75%
sub49,3,A,436,1,964,i,m,s,s,2,4,25%,75%
sub49,3,A,444,1,669,c,p,s,s,3,2,25%,75%
sub49,3,A,445,1,926,i,p,r,s,3,3,25%,75%
sub49,3,A,446,1,734,c,m,s,s,3,4,25%,75%
sub49,3,A,454,1,683,c,p,s,s,3,2,25%,75%
sub49,3,A,455,1,835,i,p,r,s,3,3,25%,75%
sub49,3,A,456,1,743,c,m,s,s,3,4,25%,75%
sub49,3,A,463,1,773,c,m,s,s,3,2,25%,75%
sub49,3,A,464,1,796,i,m,r,s,3,3,25%,75%
sub49,3,A,465,1,721,c,p,s,s,3,4,25%,75%
sub49,3,A,473,1,815,c,m,s,s,4,2,25%,75%
sub49,3,A,474,1,707,i,m,r,s,4,3,25%,75%
sub49,3,A,475,1,836,i,m,r,s,4,4,25%,75%
sub49,4,D,487,1,809,c,m,r,s,2,2,75%,25%
sub49,4,D,488,1,763,i,p,s,s,2,3,75%,25%
sub49,4,D,489,1,668,i,m,s,s,2,4,75%,25%
sub49,4,D,495,1,891,c,p,r,s,2,2,75%,25%
sub49,4,D,496,1,951,i,m,s,s,2,3,75%,25%
sub49,4,D,497,1,926,i,p,s,s,2,4,75%,25%
sub49,4,D,505,1,558,c,p,s,s,4,2,75%,25%
sub49,4,D,506,1,841,i,p,r,s,4,3,75%,25%
sub49,4,D,507,1,669,i,p,r,s,4,4,75%,25%
sub49,4,D,515,1,772,c,m,s,s,3,2,75%,25%
sub49,4,D,516,1,719,i,m,r,s,3,3,75%,25%
sub49,4,D,517,1,743,c,p,s,s,3,4,75%,25%
sub49,4,D,525,1,732,c,p,r,s,1,2,75%,25%
sub49,4,D,526,1,706,i,m,s,s,1,3,75%,25%
sub49,4,D,527,1,769,c,m,r,s,1,4,75%,25%
sub49,4,D,535,1,752,c,m,s,s,4,2,75%,25%
sub49,4,D,536,1,668,i,m,r,s,4,3,75%,25%
sub49,4,D,537,1,517,i,m,r,s,4,4,75%,25%
sub49,4,D,544,1,712,c,p,r,s,1,2,75%,25%
sub49,4,D,545,1,816,i,m,s,s,1,3,75%,25%
sub49,4,D,546,1,564,c,m,r,s,1,4,75%,25%
sub49,4,D,554,1,613,c,m,r,s,1,2,75%,25%
sub49,4,D,555,1,1026,i,p,s,s,1,3,75%,25%
sub49,4,D,556,1,745,c,p,r,s,1,4,75%,25%
sub49,4,D,564,1,627,c,p,r,s,2,2,75%,25%
sub49,4,D,565,1,676,i,m,s,s,2,3,75%,25%
sub49,4,D,566,1,832,i,p,s,s,2,4,75%,25%
sub49,4,D,574,1,614,c,p,s,s,4,2,75%,25%
sub49,4,D,575,1,807,i,p,r,s,4,3,75%,25%
sub49,4,D,576,1,963,i,p,r,s,4,4,75%,25%
sub49,4,D,584,1,630,c,m,r,s,1,2,75%,25%
sub49,4,D,585,1,937,i,p,s,s,1,3,75%,25%
sub49,4,D,586,1,732,c,p,r,s,1,4,75%,25%
sub49,4,D,593,1,636,c,m,r,s,2,2,75%,25%
sub49,4,D,594,1,749,i,p,s,s,2,3,75%,25%
sub49,4,D,595,1,808,i,m,s,s,2,4,75%,25%
sub49,4,D,602,1,858,c,p,s,s,3,2,75%,25%
sub49,4,D,603,1,660,i,p,r,s,3,3,75%,25%
sub49,4,D,604,1,750,c,m,s,s,3,4,75%,25%
sub49,4,D,612,1,595,c,p,s,s,3,2,75%,25%
sub49,4,D,613,1,556,i,p,r,s,3,3,75%,25%
sub49,4,D,614,1,585,c,m,s,s,3,4,75%,25%
sub49,4,D,622,1,735,c,m,s,s,3,2,75%,25%
sub49,4,D,623,1,916,i,m,r,s,3,3,75%,25%
sub49,4,D,624,1,795,c,p,s,s,3,4,75%,25%
sub49,4,D,632,1,700,c,m,s,s,4,2,75%,25%
sub49,4,D,633,1,690,i,m,r,s,4,3,75%,25%
sub49,4,D,634,1,572,i,m,r,s,4,4,75%,25%
sub50,1,D,7,1,1009,c,p,r,s,1,2,75%,25%
sub50,1,D,8,1,1388,i,m,s,s,1,3,75%,25%
sub50,1,D,9,1,814,c,m,r,s,1,4,75%,25%
sub50,1,D,17,1,1009,c,p,r,s,2,2,75%,25%
sub50,1,D,18,0,1437,i,m,s,s,2,3,75%,25%
sub50,1,D,19,1,1358,i,p,s,s,2,4,75%,25%
sub50,1,D,27,1,924,c,p,r,s,1,2,75%,25%
sub50,1,D,28,0,NA,i,m,s,s,1,3,75%,25%
sub50,1,D,29,1,1094,c,m,r,s,1,4,75%,25%
sub50,1,D,36,1,861,c,p,r,s,2,2,75%,25%
sub50,1,D,37,1,1141,i,m,s,s,2,3,75%,25%
sub50,1,D,38,0,NA,i,p,s,s,2,4,75%,25%
sub50,1,D,46,1,858,c,p,s,s,4,2,75%,25%
