subject,block,blockType,trialCount,acc,RT,congruency,cuedTask,taskSequence,sequenceType,sequenceKind,sequencePosition,switchProp,incongruentProp
sub3,1,C,142,1,733,c,p,r,s,2,2,25%,25%
sub3,1,C,143,0,823,i,m,s,s,2,3,25%,25%
sub3,1,C,144,1,1345,i,p,s,s,2,4,25%,25%
sub3,1,C,152,1,890,c,p,r,s,2,2,25%,25%
sub3,1,C,153,1,944,i,m,s,s,2,3,25%,25%
sub3,1,C,154,0,891,i,p,s,s,2,4,25%,25%
sub3,2,D,167,1,934,c,p,s,s,3,2,75%,25%
sub3,2,D,168,1,921,i,p,r,s,3,3,75%,25%
sub3,2,D,169,1,813,c,m,s,s,3,4,75%,25%
sub3,2,D,176,0,NA,c,m,s,s,4,2,75%,25%
sub3,2,D,177,0,1259,i,m,r,s,4,3,75%,25%
sub3,2,D,178,1,891,i,m,r,s,4,4,75%,25%
sub3,2,D,185,1,775,c,m,r,s,2,2,75%,25%
sub3,2,D,186,0,797,i,p,s,s,2,3,75%,25%
sub3,2,D,187,1,956,i,m,s,s,2,4,75%,25%
sub3,2,D,194,1,793,c,m,r,s,1,2,75%,25%
sub3,2,D,195,0,832,i,p,s,s,1,3,75%,25%
sub3,2,D,196,1,1031,c,p,r,s,1,4,75%,25%
sub3,2,D,204,1,1004,c,m,s,s,3,2,75%,25%
sub3,2,D,205,1,755,i,m,r,s,3,3,75%,25%
sub3,2,D,206,1,1132,c,p,s,s,3,4,75%,25%
sub3,2,D,214,1,989,c,m,r,s,2,2,75%,25%
sub3,2,D,215,1,1188,i,p,s,s,2,3,75%,25%
sub3,2,D,216,1,877,i,m,s,s,2,4,75%,25%
sub3,2,D,224,1,779,c,m,r,s,1,2,75%,25%
sub3,2,D,225,0,1037,i,p,s,s,1,3,75%,25%
sub3,2,D,226,1,1218,c,p,r,s,1,4,75%,25%
sub3,2,D,233,0,NA,c,p,r,s,1,2,75%,25%
sub3,2,D,234,1,810,i,m,s,s,1,3,75%,25%
sub3,2,D,235,1,1030,c,m,r,s,1,4,75%,25%
sub3,2,D,243,1,1062,c,m,s,s,4,2,75%,25%
sub3,2,D,244,1,1021,i,m,r,s,4,3,75%,25%
sub3,2,D,245,0,921,i,m,r,s,4,4,75%,25%
sub3,2,D,253,1,1115,c,p,r,s,1,2,75%,25%
sub3,2,D,254,1,773,i,m,s,s,1,3,75%,25%
sub3,2,D,255,1,986,c,m,r,s,1,4,75%,25%
sub3,2,D,263,1,1024,c,p,s,s,3,2,75%,25%
sub3,2,D,264,0,NA,i,p,r,s,3,3,75%,25%
sub3,2,D,265,1,791,c,m,s,s,3,4,75%,25%
sub3,2,D,273,1,842,c,m,s,s,4,2,75%,25%
sub3,2,D,274,0,1002,i,m,r,s,4,3,75%,25%
sub3,2,D,275,1,839,i,m,r,s,4,4,75%,25%
sub3,2,D,283,1,806,c,m,s,s,4,2,75%,25%
sub3,2,D,284,0,700,i,m,r,s,4,3,75%,25%
sub3,2,D,285,1,783,i,m,r,s,4,4,75%,25%
sub3,2,D,293,1,720,c,m,s,s,3,2,75%,25%
sub3,2,D,294,1,792,i,m,r,s,3,3,75%,25%
sub3,2,D,295,1,839,c,p,s,s,3,4,75%,25%
sub3,2,D,303,1,786,c,m,r,s,2,2,75%,25%
sub3,2,D,304,1,968,i,p,s,s,2,3,75%,25%
sub3,2,D,305,0,999,i,m,s,s,2,4,75%,25%
sub3,2,D,312,1,799,c,m,r,s,2,2,75%,25%
sub3,2,D,313,1,970,i,p,s,s,2,3,75%,25%
sub3,2,D,314,0,879,i,m,s,s,2,4,75%,25%
sub3,3,B,327,1,1028,c,p,s,s,3,2,75%,75%
sub3,3,B,328,1,862,i,p,r,s,3,3,75%,75%
sub3,3,B,329,1,704,c,m,s,s,3,4,75%,75%
sub3,3,B,337,1,847,c,p,s,s,4,2,75%,75%
sub3,3,B,338,0,970,i,p,r,s,4,3,75%,75%
sub3,3,B,339,1,860,i,p,r,s,4,4,75%,75%
sub3,3,B,347,1,1073,c,m,r,s,2,2,75%,75%
sub3,3,B,348,1,936,i,p,s,s,2,3,75%,75%
sub3,3,B,349,1,993,i,m,s,s,2,4,75%,75%
sub3,3,B,357,1,1015,c,m,r,s,1,2,75%,75%
sub3,3,B,358,0,905,i,p,s,s,1,3,75%,75%
sub3,3,B,359,1,709,c,p,r,s,1,4,75%,75%
sub3,3,B,367,1,995,c,m,s,s,3,2,75%,75%
sub3,3,B,368,1,1386,i,m,r,s,3,3,75%,75%
sub3,3,B,369,1,814,c,p,s,s,3,4,75%,75%
sub3,3,B,377,1,937,c,p,r,s,2,2,75%,75%
sub3,3,B,378,1,1137,i,m,s,s,2,3,75%,75%
sub3,3,B,379,1,938,i,p,s,s,2,4,75%,75%
sub3,3,B,386,1,871,c,p,r,s,1,2,75%,75%
sub3,3,B,387,1,892,i,m,s,s,1,3,75%,75%
sub3,3,B,388,1,750,c,m,r,s,1,4,75%,75%
sub3,3,B,396,1,649,c,m,r,s,1,2,75%,75%
sub3,3,B,397,0,687,i,p,s,s,1,3,75%,75%
sub3,3,B,398,1,861,c,p,r,s,1,4,75%,75%
sub3,3,B,406,1,838,c,m,s,s,4,2,75%,75%
sub3,3,B,407,1,1110,i,m,r,s,4,3,75%,75%
sub3,3,B,408,0,1090,i,m,r,s,4,4,75%,75%
sub3,3,B,416,1,1038,c,p,r,s,1,2,75%,75%
sub3,3,B,417,0,1203,i,m,s,s,1,3,75%,75%
sub3,3,B,418,1,884,c,m,r,s,1,4,75%,75%
sub3,3,B,424,1,775,c,p,s,s,3,2,75%,75%
sub3,3,B,425,1,719,i,p,r,s,3,3,75%,75%
sub3,3,B,426,1,803,c,m,s,s,3,4,75%,75%
sub3,3,B,433,1,860,c,p,s,s,4,2,75%,75%
sub3,3,B,434,1,798,i,p,r,s,4,3,75%,75%
sub3,3,B,435,1,926,i,p,r,s,4,4,75%,75%
sub3,3,B,443,1,752,c,p,s,s,4,2,75%,75%
sub3,3,B,444,1,743,i,p,r,s,4,3,75%,75%
sub3,3,B,445,1,926,i,p,r,s,4,4,75%,75%
sub3,3,B,453,1,904,c,p,s,s,3,2,75%,75%
sub3,3,B,454,0,999,i,p,r,s,3,3,75%,75%
sub3,3,B,455,1,916,c,m,s,s,3,4,75%,75%
sub3,3,B,462,0,NA,c,p,r,s,2,2,75%,75%
sub3,3,B,463,1,867,i,m,s,s,2,3,75%,75%
sub3,3,B,464,1,1098,i,p,s,s,2,4,75%,75%
sub3,3,B,472,1,796,c,m,r,s,2,2,75%,75%
sub3,3,B,473,1,1095,i,p,s,s,2,3,75%,75%
sub3,3,B,474,1,888,i,m,s,s,2,4,75%,75%
sub3,4,A,487,1,944,c,m,s,s,3,2,25%,75%
sub3,4,A,488,1,1298,i,m,r,s,3,3,25%,75%
sub3,4,A,489,1,1016,c,p,s,s,3,4,25%,75%
sub3,4,A,495,1,899,c,m,s,s,4,2,25%,75%
sub3,4,A,496,1,1058,i,m,r,s,4,3,25%,75%
sub3,4,A,497,1,1234,i,m,r,s,4,4,25%,75%
sub3,4,A,505,1,829,c,m,r,s,2,2,25%,75%
sub3,4,A,506,1,1045,i,p,s,s,2,3,25%,75%
sub3,4,A,507,1,894,i,m,s,s,2,4,25%,75%
sub3,4,A,515,1,790,c,m,r,s,1,2,25%,75%
sub3,4,A,516,0,661,i,p,s,s,1,3,25%,75%
sub3,4,A,517,1,1008,c,p,r,s,1,4,25%,75%
sub3,4,A,525,1,1032,c,p,s,s,3,2,25%,75%
sub3,4,A,526,0,1122,i,p,r,s,3,3,25%,75%
sub3,4,A,527,1,1156,c,m,s,s,3,4,25%,75%
sub3,4,A,535,1,807,c,p,r,s,2,2,25%,75%
sub3,4,A,536,1,1031,i,m,s,s,2,3,25%,75%
sub3,4,A,537,1,1125,i,p,s,s,2,4,25%,75%
sub3,4,A,545,1,634,c,m,r,s,1,2,25%,75%
sub3,4,A,546,1,775,i,p,s,s,1,3,25%,75%
sub3,4,A,547,1,935,c,p,r,s,1,4,25%,75%
sub3,4,A,555,1,762,c,p,r,s,1,2,25%,75%
sub3,4,A,556,0,1060,i,m,s,s,1,3,25%,75%
sub3,4,A,557,1,1000,c,m,r,s,1,4,25%,75%
sub3,4,A,564,1,1018,c,p,s,s,4,2,25%,75%
sub3,4,A,565,1,918,i,p,r,s,4,3,25%,75%
sub3,4,A,566,1,751,i,p,r,s,4,4,25%,75%
sub3,4,A,574,1,1176,c,p,r,s,1,2,25%,75%
sub3,4,A,575,1,947,i,m,s,s,1,3,25%,75%
sub3,4,A,576,1,826,c,m,r,s,1,4,25%,75%
sub3,4,A,584,1,863,c,p,s,s,3,2,25%,75%
sub3,4,A,585,0,841,i,p,r,s,3,3,25%,75%
sub3,4,A,586,1,821,c,m,s,s,3,4,25%,75%
sub3,4,A,593,1,1039,c,m,s,s,4,2,25%,75%
sub3,4,A,594,1,757,i,m,r,s,4,3,25%,75%
sub3,4,A,595,1,882,i,m,r,s,4,4,25%,75%
sub3,4,A,603,1,842,c,p,s,s,4,2,25%,75%
sub3,4,A,604,1,932,i,p,r,s,4,3,25%,75%
sub3,4,A,605,1,834,i,p,r,s,4,4,25%,75%
sub3,4,A,613,1,757,c,m,s,s,3,2,25%,75%
sub3,4,A,614,1,1023,i,m,r,s,3,3,25%,75%
sub3,4,A,615,1,838,c,p,s,s,3,4,25%,75%
sub3,4,A,623,1,1192,c,p,r,s,2,2,25%,75%
sub3,4,A,624,1,1032,i,m,s,s,2,3,25%,75%
sub3,4,A,625,1,839,i,p,s,s,2,4,25%,75%
sub3,4,A,632,1,809,c,p,r,s,2,2,25%,75%
sub3,4,A,633,0,845,i,m,s,s,2,3,25%,75%
sub3,4,A,634,1,956,i,p,s,s,2,4,25%,75%
sub4,1,D,7,0,NA,c,p,s,s,4,2,75%,25%
sub4,1,D,8,1,1011,i,p,r,s,4,3,75%,25%
sub4,1,D,9,1,1156,i,p,r,s,4,4,75%,25%
sub4,1,D,17,1,1218,c,p,s,s,3,2,75%,25%
sub4,1,D,18,0,NA,i,p,r,s,3,3,75%,25%
sub4,1,D,19,1,1030,c,m,s,s,3,4,75%,25%
sub4,1,D,27,0,1476,c,p,s,s,3,2,75%,25%
sub4,1,D,28,1,1473,i,p,r,s,3,3,75%,25%
sub4,1,D,29,0,1295,c,m,s,s,3,4,75%,25%
sub4,1,D,37,1,988,c,m,r,s,2,2,75%,25%
sub4,1,D,38,1,1144,i,p,s,s,2,3,75%,25%
sub4,1,D,39,1,1203,i,m,s,s,2,4,75%,25%
sub4,1,D,47,1,914,c,p,r,s,1,2,75%,25%
sub4,1,D,48,1,1181,i,m,s,s,1,3,75%,25%
sub4,1,D,49,1,1000,c,m,r,s,1,4,75%,25%
sub4,1,D,57,1,918,c,p,r,s,2,2,75%,25%
sub4,1,D,58,0,1096,i,m,s,s,2,3,75%,25%
sub4,1,D,59,0,1308,i,p,s,s,2,4,75%,25%
sub4,1,D,67,1,973,c,p,r,s,2,2,75%,25%
sub4,1,D,68,0,955,i,m,s,s,2,3,75%,25%
sub4,1,D,69,1,1300,i,p,s,s,2,4,75%,25%
sub4,1,D,76,1,1136,c,p,s,s,3,2,75%,25%
sub4,1,D,77,1,970,i,p,r,s,3,3,75%,25%
sub4,1,D,78,0,NA,c,m,s,s,3,4,75%,25%
sub4,1,D,86,1,1322,c,p,r,s,1,2,75%,25%
sub4,1,D,87,0,NA,i,m,s,s,1,3,75%,25%
sub4,1,D,88,1,961,c,m,r,s,1,4,75%,25%
sub4,1,D,96,1,911,c,m,s,s,4,2,75%,25%
sub4,1,D,97,1,859,i,m,r,s,4,3,75%,25%
sub4,1,D,98,1,860,i,m,r,s,4,4,75%,25%
sub4,1,D,106,1,1145,c,p,r,s,2,2,75%,25%
sub4,1,D,107,0,991,i,m,s,s,2,3,75%,25%
sub4,1,D,108,0,984,i,p,s,s,2,4,75%,25%
sub4,1,D,116,1,1074,c,p,r,s,1,2,75%,25%
sub4,1,D,117,1,1222,i,m,s,s,1,3,75%,25%
sub4,1,D,118,1,740,c,m,r,s,1,4,75%,25%
sub4,1,D,126,1,905,c,p,s,s,4,2,75%,25%
sub4,1,D,127,0,1323,i,p,r,s,4,3,75%,25%
sub4,1,D,128,0,1255,i,p,r,s,4,4,75%,25%
sub4,1,D,135,1,788,c,m,s,s,4,2,75%,25%
sub4,1,D,136,1,854,i,m,r,s,4,3,75%,25%
sub4,1,D,137,1,849,i,m,r,s,4,4,75%,25%
sub4,1,D,144,1,1118,c,p,s,s,3,2,75%,25%
sub4,1,D,145,1,1122,i,p,r,s,3,3,75%,25%
sub4,1,D,146,1,1119,c,m,s,s,3,4,75%,25%
sub4,1,D,152,1,1128,c,m,r,s,1,2,75%,25%
sub4,1,D,153,0,1011,i,p,s,s,1,3,75%,25%
sub4,1,D,154,1,945,c,p,r,s,1,4,75%,25%
sub4,2,A,167,1,1099,c,p,s,s,4,2,25%,75%
sub4,2,A,168,1,1222,i,p,r,s,4,3,25%,75%
sub4,2,A,169,1,892,i,p,r,s,4,4,25%,75%
sub4,2,A,176,1,1308,c,p,s,s,3,2,25%,75%
sub4,2,A,177,1,1240,i,p,r,s,3,3,25%,75%
sub4,2,A,178,1,1153,c,m,s,s,3,4,25%,75%
sub4,2,A,186,1,989,c,m,s,s,3,2,25%,75%
sub4,2,A,187,1,944,i,m,r,s,3,3,25%,75%
sub4,2,A,188,1,827,c,p,s,s,3,4,25%,75%
sub4,2,A,196,1,1089,c,p,r,s,2,2,25%,75%
sub4,2,A,197,0,904,i,m,s,s,2,3,25%,75%
sub4,2,A,198,1,978,i,p,s,s,2,4,25%,75%
sub4,2,A,206,1,788,c,p,r,s,1,2,25%,75%
sub4,2,A,207,0,770,i,m,s,s,1,3,25%,75%
sub4,2,A,208,1,1021,c,m,r,s,1,4,25%,75%
sub4,2,A,216,1,1066,c,p,r,s,2,2,25%,75%
sub4,2,A,217,1,892,i,m,s,s,2,3,25%,75%
sub4,2,A,218,1,1162,i,p,s,s,2,4,25%,75%
sub4,2,A,225,1,951,c,p,r,s,2,2,25%,75%
sub4,2,A,226,0,934,i,m,s,s,2,3,25%,75%
sub4,2,A,227,1,1024,i,p,s,s,2,4,25%,75%
sub4,2,A,235,1,1276,c,p,s,s,3,2,25%,75%
sub4,2,A,236,1,1237,i,p,r,s,3,3,25%,75%
sub4,2,A,237,1,1506,c,m,s,s,3,4,25%,75%
sub4,2,A,245,1,784,c,p,r,s,1,2,25%,75%
sub4,2,A,246,1,1223,i,m,s,s,1,3,25%,75%
sub4,2,A,247,1,1305,c,m,r,s,1,4,25%,75%
sub4,2,A,254,1,1333,c,p,s,s,4,2,25%,75%
sub4,2,A,255,1,920,i,p,r,s,4,3,25%,75%
sub4,2,A,256,1,859,i,p,r,s,4,4,25%,75%
sub4,2,A,264,1,925,c,p,r,s,2,2,25%,75%
sub4,2,A,265,1,1000,i,m,s,s,2,3,25%,75%
sub4,2,A,266,1,975,i,p,s,s,2,4,25%,75%
sub4,2,A,274,1,914,c,m,r,s,1,2,25%,75%
sub4,2,A,275,1,1095,i,p,s,s,1,3,25%,75%
sub4,2,A,276,1,1174,c,p,r,s,1,4,25%,75%
sub4,2,A,283,1,843,c,m,s,s,4,2,25%,75%
sub4,2,A,284,1,959,i,m,r,s,4,3,25%,75%
sub4,2,A,285,1,1097,i,m,r,s,4,4,25%,75%
sub4,2,A,292,1,1175,c,m,s,s,4,2,25%,75%
sub4,2,A,293,1,1436,i,m,r,s,4,3,25%,75%
sub4,2,A,294,1,738,i,m,r,s,4,4,25%,75%
sub4,2,A,302,1,1255,c,p,s,s,3,2,25%,75%
sub4,2,A,303,1,1095,i,p,r,s,3,3,25%,75%
sub4,2,A,304,1,1229,c,m,s,s,3,4,25%,75%
sub4,2,A,312,1,886,c,m,r,s,1,2,25%,75%
sub4,2,A,313,1,1101,i,p,s,s,1,3,25%,75%
sub4,2,A,314,1,1194,c,p,r,s,1,4,25%,75%
sub4,3,C,327,1,777,c,m,s,s,4,2,25%,25%
sub4,3,C,328,1,1070,i,m,r,s,4,3,25%,25%
sub4,3,C,329,1,1113,i,m,r,s,4,4,25%,25%
sub4,3,C,337,1,1218,c,p,s,s,3,2,25%,25%
sub4,3,C,338,1,868,i,p,r,s,3,3,25%,25%
sub4,3,C,339,1,963,c,m,s,s,3,4,25%,25%
sub4,3,C,347,1,1252,c,p,s,s,3,2,25%,25%
sub4,3,C,348,1,979,i,p,r,s,3,3,25%,25%
sub4,3,C,349,1,989,c,m,s,s,3,4,25%,25%
sub4,3,C,357,1,776,c,p,r,s,2,2,25%,25%
sub4,3,C,358,1,1158,i,m,s,s,2,3,25%,25%
sub4,3,C,359,1,981,i,p,s,s,2,4,25%,25%
sub4,3,C,367,1,1136,c,p,r,s,1,2,25%,25%
sub4,3,C,368,1,1094,i,m,s,s,1,3,25%,25%
sub4,3,C,369,1,944,c,m,r,s,1,4,25%,25%
sub4,3,C,377,1,966,c,m,r,s,2,2,25%,25%
sub4,3,C,378,1,1025,i,p,s,s,2,3,25%,25%
sub4,3,C,379,1,1202,i,m,s,s,2,4,25%,25%
sub4,3,C,387,1,1025,c,m,r,s,2,2,25%,25%
sub4,3,C,388,1,1018,i,p,s,s,2,3,25%,25%
sub4,3,C,389,1,1280,i,m,s,s,2,4,25%,25%
sub4,3,C,397,1,1123,c,p,s,s,3,2,25%,25%
sub4,3,C,398,1,1098,i,p,r,s,3,3,25%,25%
sub4,3,C,399,1,1400,c,m,s,s,3,4,25%,25%
sub4,3,C,407,1,1393,c,p,r,s,1,2,25%,25%
sub4,3,C,408,1,1064,i,m,s,s,1,3,25%,25%
sub4,3,C,409,1,1115,c,m,r,s,1,4,25%,25%
sub4,3,C,417,1,960,c,m,s,s,4,2,25%,25%
sub4,3,C,418,0,1097,i,m,r,s,4,3,25%,25%
sub4,3,C,419,1,984,i,m,r,s,4,4,25%,25%
sub4,3,C,427,1,805,c,p,r,s,2,2,25%,25%
sub4,3,C,428,1,1112,i,m,s,s,2,3,25%,25%
sub4,3,C,429,1,1048,i,p,s,s,2,4,25%,25%
sub4,3,C,435,1,972,c,p,r,s,1,2,25%,25%
sub4,3,C,436,1,808,i,m,s,s,1,3,25%,25%
sub4,3,C,437,1,726,c,m,r,s,1,4,25%,25%
sub4,3,C,444,1,891,c,p,s,s,4,2,25%,25%
sub4,3,C,445,1,896,i,p,r,s,4,3,25%,25%
sub4,3,C,446,1,1142,i,p,r,s,4,4,25%,25%
sub4,3,C,454,1,963,c,m,s,s,4,2,25%,25%
sub4,3,C,455,1,903,i,m,r,s,4,3,25%,25%
sub4,3,C,456,1,925,i,m,r,s,4,4,25%,25%
sub4,3,C,464,1,1148,c,m,s,s,3,2,25%,25%
sub4,3,C,465,1,1304,i,m,r,s,3,3,25%,25%
sub4,3,C,466,1,1006,c,p,s,s,3,4,25%,25%
sub4,3,C,474,1,746,c,m,r,s,1,2,25%,25%
sub4,3,C,475,1,820,i,p,s,s,1,3,25%,25%
sub4,3,C,476,1,925,c,p,r,s,1,4,25%,25%
sub4,4,B,487,1,1004,c,p,s,s,4,2,75%,75%
sub4,4,B,488,1,1128,i,p,r,s,4,3,75%,75%
sub4,4,B,489,0,1169,i,p,r,s,4,4,75%,75%
sub4,4,B,497,1,1009,c,m,s,s,3,2,75%,75%
sub4,4,B,498,1,799,i,m,r,s,3,3,75%,75%
sub4,4,B,499,1,883,c,p,s,s,3,4,75%,75%
sub4,4,B,507,1,846,c,p,s,s,3,2,75%,75%
sub4,4,B,508,0,1176,i,p,r,s,3,3,75%,75%
sub4,4,B,509,1,809,c,m,s,s,3,4,75%,75%
sub4,4,B,515,1,1018,c,p,r,s,2,2,75%,75%
sub4,4,B,516,1,1074,i,m,s,s,2,3,75%,75%
sub4,4,B,517,1,956,i,p,s,s,2,4,75%,75%
sub4,4,B,524,1,803,c,m,r,s,1,2,75%,75%
sub4,4,B,525,1,1012,i,p,s,s,1,3,75%,75%
sub4,4,B,526,1,1300,c,p,r,s,1,4,75%,75%
sub4,4,B,534,1,737,c,m,r,s,2,2,75%,75%
sub4,4,B,535,1,863,i,p,s,s,2,3,75%,75%
sub4,4,B,536,1,1183,i,m,s,s,2,4,75%,75%
sub4,4,B,543,1,1078,c,p,r,s,2,2,75%,75%
sub4,4,B,544,1,1119,i,m,s,s,2,3,75%,75%
sub4,4,B,545,1,1020,i,p,s,s,2,4,75%,75%
sub4,4,B,553,1,874,c,m,s,s,3,2,75%,75%
sub4,4,B,554,1,778,i,m,r,s,3,3,75%,75%
sub4,4,B,555,1,930,c,p,s,s,3,4,75%,75%
sub4,4,B,563,1,851,c,p,r,s,1,2,75%,75%
sub4,4,B,564,1,793,i,m,s,s,1,3,75%,75%
sub4,4,B,565,1,692,c,m,r,s,1,4,75%,75%
sub4,4,B,573,1,825,c,p,s,s,4,2,75%,75%
sub4,4,B,574,1,808,i,p,r,s,4,3,75%,75%
sub4,4,B,575,1,1033,i,p,r,s,4,4,75%,75%
sub4,4,B,582,1,827,c,m,r,s,2,2,75%,75%
sub4,4,B,583,1,1009,i,p,s,s,2,3,75%,75%
sub4,4,B,584,1,967,i,m,s,s,2,4,75%,75%
sub4,4,B,592,1,886,c,p,r,s,1,2,75%,75%
sub4,4,B,593,1,942,i,m,s,s,1,3,75%,75%
sub4,4,B,594,1,1134,c,m,r,s,1,4,75%,75%
sub4,4,B,602,1,789,c,m,s,s,4,2,75%,75%
sub4,4,B,603,1,1215,i,m,r,s,4,3,75%,75%
sub4,4,B,604,0,807,i,m,r,s,4,4,75%,75%
sub4,4,B,612,1,939,c,p,s,s,4,2,75%,75%
sub4,4,B,613,1,1229,i,p,r,s,4,3,75%,75%
sub4,4,B,614,1,938,i,p,r,s,4,4,75%,75%
sub4,4,B,622,1,829,c,p,s,s,3,2,75%,75%
sub4,4,B,623,1,1047,i,p,r,s,3,3,75%,75%
sub4,4,B,624,1,767,c,m,s,s,3,4,75%,75%
sub4,4,B,632,0,1290,c,p,r,s,1,2,75%,75%
sub4,4,B,633,1,948,i,m,s,s,1,3,75%,75%
sub4,4,B,634,1,820,c,m,r,s,1,4,75%,75%
sub5,1,C,7,1,651,c,m,r,s,2,2,25%,25%
sub5,1,C,8,1,1261,i,p,s,s,2,3,25%,25%
sub5,1,C,9,1,1008,i,m,s,s,2,4,25%,25%
sub5,1,C,15,1,1294,c,p,r,s,2,2,25%,25%
sub5,1,C,16,0,NA,i,m,s,s,2,3,25%,25%
sub5,1,C,17,0,979,i,p,s,s,2,4,25%,25%
sub5,1,C,25,1,1362,c,p,s,s,3,2,25%,25%
sub5,1,C,26,0,1248,i,p,r,s,3,3,25%,25%
sub5,1,C,27,1,899,c,m,s,s,3,4,25%,25%
sub5,1,C,35,1,875,c,p,s,s,3,2,25%,25%
sub5,1,C,36,1,857,i,p,r,s,3,3,25%,25%
sub5,1,C,37,1,985,c,m,s,s,3,4,25%,25%
sub5,1,C,45,1,1029,c,p,r,s,1,2,25%,25%
sub5,1,C,46,1,1149,i,m,s,s,1,3,25%,25%
sub5,1,C,47,1,949,c,m,r,s,1,4,25%,25%
sub5,1,C,55,1,979,c,p,r,s,1,2,25%,25%
sub5,1,C,56,1,1048,i,m,s,s,1,3,25%,25%
sub5,1,C,57,1,999,c,m,r,s,1,4,25%,25%
sub5,1,C,65,1,687,c,p,r,s,1,2,25%,25%
sub5,1,C,66,1,727,i,m,s,s,1,3,25%,25%
sub5,1,C,67,0,1007,c,m,r,s,1,4,25%,25%
sub5,1,C,75,1,1158,c,p,r,s,1,2,25%,25%
sub5,1,C,76,1,929,i,m,s,s,1,3,25%,25%
sub5,1,C,77,0,1087,c,m,r,s,1,4,25%,25%
sub5,1,C,85,1,742,c,p,r,s,2,2,25%,25%
sub5,1,C,86,1,1141,i,m,s,s,2,3,25%,25%
sub5,1,C,87,1,1369,i,p,s,s,2,4,25%,25%
sub5,1,C,95,1,1232,c,p,s,s,3,2,25%,25%
sub5,1,C,96,1,831,i,p,r,s,3,3,25%,25%
sub5,1,C,97,1,709,c,m,s,s,3,4,25%,25%
sub5,1,C,105,1,786,c,p,s,s,4,2,25%,25%
sub5,1,C,106,1,901,i,p,r,s,4,3,25%,25%
sub5,1,C,107,1,1086,i,p,r,s,4,4,25%,25%
sub5,1,C,114,1,1062,c,m,s,s,3,2,25%,25%
sub5,1,C,115,1,1349,i,m,r,s,3,3,25%,25%
sub5,1,C,116,1,1054,c,p,s,s,3,4,25%,25%
sub5,1,C,124,1,934,c,p,s,s,4,2,25%,25%
sub5,1,C,125,0,792,i,p,r,s,4,3,25%,25%
sub5,1,C,126,0,NA,i,p,r,s,4,4,25%,25%
sub5,1,C,133,1,697,c,p,r,s,2,2,25%,25%
sub5,1,C,134,1,1147,i,m,s,s,2,3,25%,25%
sub5,1,C,135,1,1253,i,p,s,s,2,4,25%,25%
sub5,1,C,142,1,573,c,m,s,s,4,2,25%,25%
sub5,1,C,143,1,580,i,m,r,s,4,3,25%,25%
sub5,1,C,144,1,726,i,m,r,s,4,4,25%,25%
sub5,1,C,152,1,1132,c,p,s,s,4,2,25%,25%
sub5,1,C,153,1,897,i,p,r,s,4,3,25%,25%
sub5,1,C,154,0,NA,i,p,r,s,4,4,25%,25%
sub5,2,D,167,1,706,c,m,r,s,2,2,75%,25%
sub5,2,D,168,0,1231,i,p,s,s,2,3,75%,25%
sub5,2,D,169,1,1106,i,m,s,s,2,4,75%,25%
sub5,2,D,177,1,843,c,m,r,s,2,2,75%,25%
sub5,2,D,178,1,1170,i,p,s,s,2,3,75%,25%
sub5,2,D,179,1,785,i,m,s,s,2,4,75%,25%
sub5,2,D,187,1,607,c,m,s,s,3,2,75%,25%
sub5,2,D,188,1,595,i,m,r,s,3,3,75%,25%
sub5,2,D,189,1,764,c,p,s,s,3,4,75%,25%
sub5,2,D,197,1,906,c,m,s,s,3,2,75%,25%
sub5,2,D,198,1,559,i,m,r,s,3,3,75%,25%
sub5,2,D,199,1,1161,c,p,s,s,3,4,75%,25%
sub5,2,D,207,1,810,c,p,r,s,1,2,75%,25%
sub5,2,D,208,1,857,i,m,s,s,1,3,75%,25%
sub5,2,D,209,1,587,c,m,r,s,1,4,75%,25%
sub5,2,D,216,1,1013,c,p,r,s,1,2,75%,25%
sub5,2,D,217,1,573,i,m,s,s,1,3,75%,25%
sub5,2,D,218,1,624,c,m,r,s,1,4,75%,25%
sub5,2,D,225,1,1104,c,m,r,s,1,2,75%,25%
sub5,2,D,226,1,1148,i,p,s,s,1,3,75%,25%
sub5,2,D,227,1,1210,c,p,r,s,1,4,75%,25%
sub5,2,D,235,1,1139,c,p,r,s,1,2,75%,25%
sub5,2,D,236,1,783,i,m,s,s,1,3,75%,25%
sub5,2,D,237,1,679,c,m,r,s,1,4,75%,25%
sub5,2,D,245,1,558,c,m,r,s,2,2,75%,25%
sub5,2,D,246,1,1173,i,p,s,s,2,3,75%,25%
sub5,2,D,247,1,667,i,m,s,s,2,4,75%,25%
sub5,2,D,255,1,872,c,p,s,s,3,2,75%,25%
sub5,2,D,256,1,917,i,p,r,s,3,3,75%,25%
sub5,2,D,257,1,795,c,m,s,s,3,4,75%,25%
sub5,2,D,263,1,945,c,p,s,s,4,2,75%,25%
sub5,2,D,264,1,1056,i,p,r,s,4,3,75%,25%
sub5,2,D,265,1,984,i,p,r,s,4,4,75%,25%
sub5,2,D,273,1,770,c,p,s,s,3,2,75%,25%
sub5,2,D,274,0,1311,i,p,r,s,3,3,75%,25%
sub5,2,D,275,1,886,c,m,s,s,3,4,75%,25%
sub5,2,D,283,1,637,c,m,s,s,4,2,75%,25%
sub5,2,D,284,1,1328,i,m,r,s,4,3,75%,25%
sub5,2,D,285,1,745,i,m,r,s,4,4,75%,25%
